rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,checkout_status,rental_id_prev,car_id_prev,checkin_type_prev,state_prev,delay_at_checkout_in_minutes_prev,previous_ended_rental_id_prev,time_delta_with_previous_rental_in_minutes_prev,checkout_status_prev,delay_at_checkin_in_minutes,checkin_status
544869,381437,mobile,ended,82.0,,,Late,,,,,,,,,,
545139,402143,mobile,ended,-23.0,,,In time,,,,,,,,,,
545149,408639,mobile,ended,37.0,,,Late,,,,,,,,,,
545152,392479,mobile,ended,-48.0,539624.0,510.0,In time,539624.0,392479.0,mobile,ended,,,,Unknown,,
545177,390509,connect,ended,72.0,542725.0,720.0,Late,542725.0,390509.0,connect,ended,-52.0,,,In time,,
545569,395922,mobile,ended,262.0,,,Late,,,,,,,,,,
545612,340112,mobile,ended,89.0,,,Late,,,,,,,,,,
545634,380497,mobile,ended,-155.0,,,In time,,,,,,,,,,
545709,375421,connect,ended,13.0,,,Late,,,,,,,,,,
545791,376889,mobile,ended,-1418.0,,,In time,,,,,,,,,,
545831,214635,connect,ended,11.0,,,Late,,,,,,,,,,
545940,351660,connect,canceled,,,,Unknown,,,,,,,,,,
545960,390039,mobile,canceled,,,,Unknown,,,,,,,,,,
546122,406082,mobile,ended,0.0,,,In time,,,,,,,,,,
546151,384407,mobile,ended,167.0,,,Late,,,,,,,,,,
546218,340703,mobile,ended,,,,Unknown,,,,,,,,,,
546406,310518,mobile,ended,-8.0,545465.0,330.0,In time,545465.0,310518.0,mobile,ended,-51.0,,,In time,,
546480,371031,mobile,canceled,,,,Unknown,,,,,,,,,,
546507,282666,mobile,canceled,,,,Unknown,,,,,,,,,,
546587,386784,mobile,ended,-6.0,,,In time,,,,,,,,,,
546588,273281,connect,ended,4.0,,,Late,,,,,,,,,,
546608,334220,mobile,ended,-89.0,,,In time,,,,,,,,,,
546653,327336,mobile,ended,-77.0,,,In time,,,,,,,,,,
546671,353274,mobile,ended,-178.0,,,In time,,,,,,,,,,
546721,348482,connect,ended,-130.0,,,In time,,,,,,,,,,
546722,398020,mobile,ended,-22.0,,,In time,,,,,,,,,,
546723,380455,mobile,ended,,,,Unknown,,,,,,,,,,
505561,267619,mobile,ended,16.0,,,Late,,,,,,,,,,
506817,362765,mobile,ended,-12.0,,,In time,,,,,,,,,,
509309,289383,mobile,canceled,,,,Unknown,,,,,,,,,,
509729,331903,mobile,ended,19.0,,,Late,,,,,,,,,,
510675,398002,mobile,ended,146.0,,,Late,,,,,,,,,,
511671,400139,mobile,ended,-4.0,,,In time,,,,,,,,,,
511719,402858,mobile,ended,71.0,,,Late,,,,,,,,,,
512682,159533,connect,ended,-125.0,,,In time,,,,,,,,,,
514820,329757,mobile,ended,22.0,,,Late,,,,,,,,,,
516000,400540,mobile,ended,,,,Unknown,,,,,,,,,,
516299,324641,mobile,ended,-311.0,,,In time,,,,,,,,,,
517337,384059,mobile,ended,,,,Unknown,,,,,,,,,,
518200,398377,mobile,ended,-85.0,,,In time,,,,,,,,,,
519385,294141,mobile,ended,-60.0,,,In time,,,,,,,,,,
519394,296021,connect,canceled,,,,Unknown,,,,,,,,,,
519538,166965,mobile,canceled,,,,Unknown,,,,,,,,,,
519750,390468,mobile,ended,,,,Unknown,,,,,,,,,,
520485,304392,connect,canceled,,,,Unknown,,,,,,,,,,
520538,405185,mobile,ended,-10.0,,,In time,,,,,,,,,,
520936,222277,mobile,ended,136.0,,,Late,,,,,,,,,,
521740,388596,mobile,ended,-83.0,,,In time,,,,,,,,,,
523342,405036,mobile,canceled,,,,Unknown,,,,,,,,,,
524564,378847,mobile,canceled,,,,Unknown,,,,,,,,,,
525239,305574,mobile,ended,78.0,,,Late,,,,,,,,,,
525399,385073,mobile,ended,49.0,,,Late,,,,,,,,,,
525573,406413,mobile,ended,15.0,,,Late,,,,,,,,,,
525705,387353,mobile,ended,-47.0,,,In time,,,,,,,,,,
525929,294637,mobile,ended,26.0,,,Late,,,,,,,,,,
525934,371952,mobile,ended,187.0,,,Late,,,,,,,,,,
526018,371539,connect,ended,27.0,,,Late,,,,,,,,,,
526111,377781,mobile,ended,-2.0,539387.0,660.0,In time,539387.0,377781.0,mobile,ended,22.0,,,Late,-638.0,In time
528289,328016,mobile,ended,-172.0,,,In time,,,,,,,,,,
528614,371031,mobile,canceled,,,,Unknown,,,,,,,,,,
528799,380413,mobile,ended,131.0,,,Late,,,,,,,,,,
528947,265989,mobile,ended,65.0,,,Late,,,,,,,,,,
529001,405571,mobile,ended,14.0,,,Late,,,,,,,,,,
529155,375273,mobile,ended,-75.0,,,In time,,,,,,,,,,
530111,385174,mobile,ended,96.0,,,Late,,,,,,,,,,
530405,368367,mobile,canceled,,,,Unknown,,,,,,,,,,
530468,251054,mobile,ended,137.0,,,Late,,,,,,,,,,
530575,382444,mobile,ended,-12.0,,,In time,,,,,,,,,,
530711,289798,mobile,ended,-50.0,,,In time,,,,,,,,,,
531348,360289,mobile,ended,-343.0,,,In time,,,,,,,,,,
531744,330591,mobile,ended,-71.0,,,In time,,,,,,,,,,
532610,383481,mobile,ended,-6.0,,,In time,,,,,,,,,,
532885,380653,mobile,ended,15.0,,,Late,,,,,,,,,,
533021,390509,connect,ended,128.0,,,Late,,,,,,,,,,
533137,280706,mobile,ended,-92.0,,,In time,,,,,,,,,,
533183,296201,mobile,ended,-3.0,,,In time,,,,,,,,,,
533247,343983,mobile,ended,209.0,,,Late,,,,,,,,,,
533570,271621,mobile,canceled,,561375.0,120.0,Unknown,561375.0,271621.0,mobile,ended,25.0,,,Late,-95.0,In time
533612,200122,mobile,ended,-136.0,,,In time,,,,,,,,,,
533860,377244,mobile,ended,63.0,,,Late,,,,,,,,,,
533964,376365,mobile,ended,-87.0,,,In time,,,,,,,,,,
534086,307819,mobile,ended,-885.0,,,In time,,,,,,,,,,
534179,395157,mobile,ended,-25.0,,,In time,,,,,,,,,,
534203,354467,mobile,ended,,,,Unknown,,,,,,,,,,
534558,307695,mobile,ended,,,,Unknown,,,,,,,,,,
534575,296765,connect,ended,1.0,,,Late,,,,,,,,,,
534617,394299,mobile,ended,-8.0,,,In time,,,,,,,,,,
534697,394286,mobile,ended,7.0,,,Late,,,,,,,,,,
534705,299059,mobile,ended,74.0,,,Late,,,,,,,,,,
533774,394671,mobile,ended,5.0,,,Late,,,,,,,,,,
534186,164583,mobile,ended,,,,Unknown,,,,,,,,,,
534227,407397,mobile,ended,-52.0,,,In time,,,,,,,,,,
534670,336382,mobile,ended,128.0,,,Late,,,,,,,,,,
534786,257604,mobile,ended,11.0,,,Late,,,,,,,,,,
534992,242223,mobile,ended,-178.0,,,In time,,,,,,,,,,
535030,407334,mobile,ended,69.0,537148.0,60.0,Late,537148.0,407334.0,mobile,ended,37.0,537350.0,720.0,Late,-23.0,In time
536022,383329,mobile,ended,14.0,539569.0,120.0,Late,539569.0,383329.0,mobile,ended,-4.0,,,In time,,
536227,406554,mobile,canceled,,,,Unknown,,,,,,,,,,
536254,305816,connect,ended,137.0,,,Late,,,,,,,,,,
536346,291581,mobile,ended,144.0,,,Late,,,,,,,,,,
536374,308579,mobile,ended,-59.0,537187.0,120.0,In time,537187.0,308579.0,mobile,ended,109.0,,,Late,-11.0,In time
536419,407683,mobile,ended,22.0,,,Late,,,,,,,,,,
536531,408937,mobile,ended,-41.0,,,In time,,,,,,,,,,
536646,380038,mobile,ended,88.0,,,Late,,,,,,,,,,
536679,284054,mobile,ended,,,,Unknown,,,,,,,,,,
536722,387431,mobile,canceled,,536764.0,180.0,Unknown,536764.0,387431.0,mobile,ended,58.0,,,Late,-122.0,In time
536906,284132,mobile,ended,9.0,,,Late,,,,,,,,,,
536987,396281,mobile,canceled,,,,Unknown,,,,,,,,,,
537076,401964,mobile,ended,-57.0,,,In time,,,,,,,,,,
537118,392026,mobile,ended,121.0,,,Late,,,,,,,,,,
537187,308579,mobile,ended,109.0,,,Late,,,,,,,,,,
537232,400064,mobile,ended,26.0,,,Late,,,,,,,,,,
537423,393723,connect,canceled,,,,Unknown,,,,,,,,,,
537483,350769,mobile,ended,34.0,,,Late,,,,,,,,,,
537524,267414,mobile,ended,95.0,,,Late,,,,,,,,,,
537659,373893,connect,ended,-4.0,,,In time,,,,,,,,,,
537674,374360,connect,canceled,,,,Unknown,,,,,,,,,,
537997,355787,mobile,canceled,,,,Unknown,,,,,,,,,,
538050,309601,mobile,ended,,,,Unknown,,,,,,,,,,
538286,346446,mobile,ended,-65.0,,,In time,,,,,,,,,,
538330,379984,mobile,ended,31.0,532790.0,0.0,Late,532790.0,379984.0,mobile,ended,-9.0,,,In time,,
538373,372027,mobile,ended,-105.0,,,In time,,,,,,,,,,
538458,357631,mobile,ended,-321.0,,,In time,,,,,,,,,,
538493,396414,mobile,ended,,,,Unknown,,,,,,,,,,
538496,348267,mobile,ended,175.0,,,Late,,,,,,,,,,
538734,374335,mobile,ended,258.0,,,Late,,,,,,,,,,
538890,371159,connect,ended,-257.0,,,In time,,,,,,,,,,
539076,401826,mobile,ended,-87.0,,,In time,,,,,,,,,,
539299,282675,mobile,ended,-115.0,,,In time,,,,,,,,,,
539315,364907,connect,ended,28.0,,,Late,,,,,,,,,,
539360,380345,mobile,ended,-34.0,,,In time,,,,,,,,,,
539381,409581,mobile,ended,,,,Unknown,,,,,,,,,,
539421,316744,connect,ended,-6.0,,,In time,,,,,,,,,,
539578,408315,mobile,ended,17.0,,,Late,,,,,,,,,,
539596,382821,connect,ended,-5.0,,,In time,,,,,,,,,,
539598,409572,mobile,ended,,,,Unknown,,,,,,,,,,
539625,337217,mobile,ended,-95.0,537192.0,270.0,In time,537192.0,337217.0,mobile,ended,-253.0,,,In time,,
539641,381754,mobile,ended,14.0,,,Late,,,,,,,,,,
539655,312716,mobile,ended,-1.0,,,In time,,,,,,,,,,
539720,381029,mobile,ended,-534.0,,,In time,,,,,,,,,,
539861,399992,mobile,ended,37.0,,,Late,,,,,,,,,,
539937,364907,connect,canceled,,,,Unknown,,,,,,,,,,
539971,243869,mobile,canceled,,,,Unknown,,,,,,,,,,
540002,371580,mobile,ended,-20.0,,,In time,,,,,,,,,,
540005,384097,mobile,canceled,,,,Unknown,,,,,,,,,,
540073,348784,mobile,ended,67.0,,,Late,,,,,,,,,,
540093,239136,mobile,ended,42.0,,,Late,,,,,,,,,,
534880,399718,mobile,ended,-115.0,,,In time,,,,,,,,,,
535112,385823,mobile,ended,-6.0,,,In time,,,,,,,,,,
535147,324889,mobile,ended,,,,Unknown,,,,,,,,,,
535240,404075,mobile,ended,-83.0,,,In time,,,,,,,,,,
535287,399230,mobile,ended,-39.0,,,In time,,,,,,,,,,
535363,304615,mobile,canceled,,,,Unknown,,,,,,,,,,
535375,389482,mobile,ended,-2.0,,,In time,,,,,,,,,,
535574,381938,mobile,ended,-95.0,,,In time,,,,,,,,,,
535749,403430,mobile,ended,-74.0,536548.0,0.0,In time,536548.0,403430.0,mobile,ended,,,,Unknown,,
535761,408340,mobile,ended,,,,Unknown,,,,,,,,,,
535896,206938,mobile,ended,86.0,,,Late,,,,,,,,,,
536086,348294,connect,ended,88.0,,,Late,,,,,,,,,,
536112,226848,mobile,ended,89.0,,,Late,,,,,,,,,,
536249,391430,mobile,canceled,,,,Unknown,,,,,,,,,,
536341,365635,connect,canceled,,,,Unknown,,,,,,,,,,
536423,225795,connect,canceled,,,,Unknown,,,,,,,,,,
536453,310576,connect,ended,-36.0,,,In time,,,,,,,,,,
536528,288020,mobile,ended,18.0,,,Late,,,,,,,,,,
536548,403430,mobile,ended,,,,Unknown,,,,,,,,,,
536562,406990,mobile,ended,96.0,,,Late,,,,,,,,,,
536590,386371,mobile,ended,-273.0,,,In time,,,,,,,,,,
536662,395787,mobile,ended,-33.0,,,In time,,,,,,,,,,
536761,265664,connect,ended,-3.0,,,In time,,,,,,,,,,
536792,407295,mobile,ended,-23.0,,,In time,,,,,,,,,,
536825,409176,mobile,ended,166.0,,,Late,,,,,,,,,,
536839,409197,mobile,ended,-4.0,,,In time,,,,,,,,,,
536866,360379,mobile,ended,,,,Unknown,,,,,,,,,,
536917,294739,mobile,ended,228.0,,,Late,,,,,,,,,,
537208,275810,mobile,ended,48.0,,,Late,,,,,,,,,,
537246,340051,mobile,canceled,,,,Unknown,,,,,,,,,,
537372,405889,mobile,ended,-153.0,,,In time,,,,,,,,,,
537378,336873,mobile,ended,14.0,,,Late,,,,,,,,,,
537502,298280,mobile,ended,-160.0,,,In time,,,,,,,,,,
537504,358772,connect,ended,-43.0,,,In time,,,,,,,,,,
537531,408772,mobile,canceled,,,,Unknown,,,,,,,,,,
537786,291307,mobile,ended,-17.0,,,In time,,,,,,,,,,
537788,402803,mobile,ended,7.0,,,Late,,,,,,,,,,
537866,395671,mobile,ended,29.0,,,Late,,,,,,,,,,
537880,314466,connect,ended,-38.0,,,In time,,,,,,,,,,
537901,337534,mobile,canceled,,,,Unknown,,,,,,,,,,
537948,274476,mobile,canceled,,,,Unknown,,,,,,,,,,
538037,231188,mobile,ended,-14.0,,,In time,,,,,,,,,,
538190,399926,mobile,ended,9.0,,,Late,,,,,,,,,,
538207,312078,connect,ended,-128.0,,,In time,,,,,,,,,,
538360,384744,mobile,ended,,,,Unknown,,,,,,,,,,
538374,338465,mobile,canceled,,,,Unknown,,,,,,,,,,
538503,384233,mobile,ended,-31.0,,,In time,,,,,,,,,,
538610,385721,connect,ended,31.0,,,Late,,,,,,,,,,
538715,402870,mobile,ended,38.0,,,Late,,,,,,,,,,
538798,391883,connect,ended,-51.0,,,In time,,,,,,,,,,
538846,409406,mobile,ended,9.0,,,Late,,,,,,,,,,
538867,331714,mobile,ended,40.0,,,Late,,,,,,,,,,
538877,336847,mobile,ended,5.0,,,Late,,,,,,,,,,
538983,383720,connect,ended,-31.0,,,In time,,,,,,,,,,
539092,392685,mobile,canceled,,,,Unknown,,,,,,,,,,
539119,362199,connect,ended,-262.0,,,In time,,,,,,,,,,
539151,282893,mobile,canceled,,548646.0,30.0,Unknown,548646.0,282893.0,mobile,ended,201.0,,,Late,171.0,Late
539205,249274,connect,canceled,,,,Unknown,,,,,,,,,,
539357,267155,mobile,ended,,,,Unknown,,,,,,,,,,
539358,396536,mobile,canceled,,,,Unknown,,,,,,,,,,
539370,402235,mobile,ended,-105.0,542031.0,120.0,In time,542031.0,402235.0,mobile,ended,-32.0,,,In time,,
539383,352393,connect,canceled,,,,Unknown,,,,,,,,,,
539545,370793,mobile,ended,-112.0,,,In time,,,,,,,,,,
539651,266641,mobile,ended,-74.0,,,In time,,,,,,,,,,
546744,355023,connect,ended,115.0,,,Late,,,,,,,,,,
546835,398733,mobile,ended,-84.0,,,In time,,,,,,,,,,
546843,404797,mobile,canceled,,,,Unknown,,,,,,,,,,
546874,294327,connect,canceled,,,,Unknown,,,,,,,,,,
546919,366113,mobile,ended,21.0,,,Late,,,,,,,,,,
546922,384056,mobile,canceled,,,,Unknown,,,,,,,,,,
545338,315694,mobile,canceled,,,,Unknown,,,,,,,,,,
545359,362620,mobile,ended,18.0,,,Late,,,,,,,,,,
545400,310458,mobile,ended,148.0,,,Late,,,,,,,,,,
545430,409737,mobile,ended,-14.0,,,In time,,,,,,,,,,
545589,337266,connect,ended,4.0,,,Late,,,,,,,,,,
545695,404906,mobile,canceled,,,,Unknown,,,,,,,,,,
545811,386259,connect,ended,155.0,,,Late,,,,,,,,,,
545932,216080,mobile,ended,-32.0,,,In time,,,,,,,,,,
546022,387563,mobile,ended,139.0,,,Late,,,,,,,,,,
546029,336798,mobile,ended,47.0,,,Late,,,,,,,,,,
546050,384479,mobile,ended,-778.0,,,In time,,,,,,,,,,
546115,325983,mobile,ended,,,,Unknown,,,,,,,,,,
546195,385303,connect,ended,-16.0,,,In time,,,,,,,,,,
546352,387939,mobile,ended,91.0,,,Late,,,,,,,,,,
546374,272724,mobile,ended,-1535.0,,,In time,,,,,,,,,,
546378,316936,connect,ended,227.0,,,Late,,,,,,,,,,
546400,395608,mobile,ended,11.0,,,Late,,,,,,,,,,
546525,404595,mobile,ended,-7.0,,,In time,,,,,,,,,,
546543,404129,connect,ended,-161.0,,,In time,,,,,,,,,,
546773,315030,mobile,ended,251.0,,,Late,,,,,,,,,,
546784,390871,connect,ended,-25.0,,,In time,,,,,,,,,,
546829,219550,connect,ended,,,,Unknown,,,,,,,,,,
546948,402528,connect,canceled,,556249.0,330.0,Unknown,556249.0,402528.0,connect,ended,-24.0,,,In time,,
547037,301301,connect,ended,-104.0,,,In time,,,,,,,,,,
547041,366981,connect,ended,180.0,,,Late,,,,,,,,,,
547241,328016,mobile,ended,,,,Unknown,,,,,,,,,,
547296,375621,connect,ended,90.0,,,Late,,,,,,,,,,
547297,405828,mobile,ended,-60.0,,,In time,,,,,,,,,,
547347,385756,connect,ended,273.0,,,Late,,,,,,,,,,
547459,384494,mobile,ended,2.0,,,Late,,,,,,,,,,
547463,307689,mobile,canceled,,,,Unknown,,,,,,,,,,
547570,298040,mobile,ended,-143.0,,,In time,,,,,,,,,,
547591,310846,mobile,ended,,,,Unknown,,,,,,,,,,
547721,392656,mobile,canceled,,,,Unknown,,,,,,,,,,
547744,407419,connect,ended,-2.0,,,In time,,,,,,,,,,
547774,375313,mobile,ended,5.0,,,Late,,,,,,,,,,
547784,411746,mobile,ended,-2.0,,,In time,,,,,,,,,,
547899,319886,connect,ended,-14.0,,,In time,,,,,,,,,,
548061,343817,mobile,ended,34.0,,,Late,,,,,,,,,,
548211,298323,mobile,ended,79.0,,,Late,,,,,,,,,,
548269,282630,mobile,canceled,,,,Unknown,,,,,,,,,,
548374,359887,mobile,ended,,,,Unknown,,,,,,,,,,
548422,392087,mobile,ended,68.0,,,Late,,,,,,,,,,
548445,384747,mobile,ended,-20.0,,,In time,,,,,,,,,,
548484,370055,connect,ended,-556.0,,,In time,,,,,,,,,,
507145,341831,mobile,ended,-29.0,,,In time,,,,,,,,,,
507897,193909,mobile,ended,172.0,,,Late,,,,,,,,,,
508536,238800,mobile,ended,,,,Unknown,,,,,,,,,,
509018,285829,connect,ended,57.0,,,Late,,,,,,,,,,
512773,294189,mobile,ended,136.0,,,Late,,,,,,,,,,
513839,346513,mobile,ended,-19.0,,,In time,,,,,,,,,,
514023,358849,connect,ended,-56.0,,,In time,,,,,,,,,,
514563,198801,mobile,ended,-43.0,,,In time,,,,,,,,,,
514929,378119,mobile,canceled,,,,Unknown,,,,,,,,,,
515622,369893,mobile,ended,14.0,,,Late,,,,,,,,,,
515712,361232,mobile,canceled,,,,Unknown,,,,,,,,,,
516833,388501,mobile,ended,-58.0,,,In time,,,,,,,,,,
516923,380478,mobile,canceled,,,,Unknown,,,,,,,,,,
517289,384123,mobile,ended,37.0,,,Late,,,,,,,,,,
517354,360574,mobile,canceled,,,,Unknown,,,,,,,,,,
518001,298248,mobile,canceled,,,,Unknown,,,,,,,,,,
518304,404708,mobile,ended,,,,Unknown,,,,,,,,,,
518569,277669,mobile,ended,14.0,523594.0,480.0,Late,523594.0,277669.0,mobile,ended,-56.0,,,In time,,
518608,403962,mobile,canceled,,,,Unknown,,,,,,,,,,
519368,358785,mobile,ended,-90.0,,,In time,,,,,,,,,,
520081,288955,mobile,canceled,,,,Unknown,,,,,,,,,,
520126,381583,mobile,ended,-87.0,,,In time,,,,,,,,,,
520158,381981,mobile,canceled,,,,Unknown,,,,,,,,,,
521124,383309,mobile,ended,98.0,,,Late,,,,,,,,,,
521314,304068,mobile,ended,36.0,,,Late,,,,,,,,,,
521343,401387,mobile,ended,86.0,,,Late,,,,,,,,,,
521541,369766,mobile,ended,3.0,,,Late,,,,,,,,,,
522237,360289,mobile,ended,35.0,,,Late,,,,,,,,,,
522622,308421,mobile,canceled,,,,Unknown,,,,,,,,,,
522798,384407,mobile,canceled,,,,Unknown,,,,,,,,,,
522930,296815,connect,ended,-87.0,,,In time,,,,,,,,,,
523001,346305,mobile,ended,-50.0,,,In time,,,,,,,,,,
523243,386409,mobile,ended,-7.0,,,In time,,,,,,,,,,
523347,282577,mobile,ended,-229.0,,,In time,,,,,,,,,,
523567,334828,mobile,ended,,,,Unknown,,,,,,,,,,
524146,216701,mobile,ended,155.0,,,Late,,,,,,,,,,
524740,345893,mobile,ended,,,,Unknown,,,,,,,,,,
525021,328045,mobile,ended,28.0,,,Late,,,,,,,,,,
525887,379223,mobile,ended,,,,Unknown,,,,,,,,,,
526376,340497,mobile,ended,-88.0,,,In time,,,,,,,,,,
526523,403962,mobile,ended,65.0,,,Late,,,,,,,,,,
526658,319375,mobile,ended,240.0,,,Late,,,,,,,,,,
527101,284482,mobile,canceled,,,,Unknown,,,,,,,,,,
527121,159533,connect,ended,-560.0,,,In time,,,,,,,,,,
527378,368432,mobile,ended,0.0,,,In time,,,,,,,,,,
527445,352799,mobile,ended,-3.0,,,In time,,,,,,,,,,
527497,349049,mobile,ended,-1561.0,,,In time,,,,,,,,,,
527562,337311,mobile,ended,-18.0,,,In time,,,,,,,,,,
528110,323673,mobile,ended,203.0,,,Late,,,,,,,,,,
528116,390481,mobile,ended,179.0,,,Late,,,,,,,,,,
528179,358891,mobile,ended,-80.0,,,In time,,,,,,,,,,
528603,401557,mobile,ended,,,,Unknown,,,,,,,,,,
528660,371007,mobile,ended,26.0,,,Late,,,,,,,,,,
528740,264457,mobile,ended,157.0,,,Late,,,,,,,,,,
528756,405367,mobile,ended,203.0,,,Late,,,,,,,,,,
528879,307983,connect,canceled,,537437.0,570.0,Unknown,537437.0,307983.0,connect,ended,-168.0,,,In time,,
529722,361759,mobile,ended,173.0,,,Late,,,,,,,,,,
530211,392600,connect,ended,191.0,,,Late,,,,,,,,,,
530364,400139,mobile,ended,-23.0,,,In time,,,,,,,,,,
530402,330923,mobile,ended,78.0,,,Late,,,,,,,,,,
531457,376150,mobile,ended,-373.0,,,In time,,,,,,,,,,
546931,352330,mobile,ended,74.0,,,Late,,,,,,,,,,
547062,396552,mobile,ended,27.0,513104.0,90.0,Late,513104.0,396552.0,mobile,ended,23.0,535313.0,720.0,Late,-67.0,In time
547109,298455,mobile,ended,93.0,,,Late,,,,,,,,,,
547305,223783,connect,canceled,,,,Unknown,,,,,,,,,,
547371,405347,mobile,ended,17.0,,,Late,,,,,,,,,,
547415,217076,mobile,ended,26.0,,,Late,,,,,,,,,,
547501,387008,mobile,ended,-4.0,,,In time,,,,,,,,,,
547630,391800,mobile,ended,69.0,,,Late,,,,,,,,,,
547655,375834,mobile,ended,89.0,548169.0,0.0,Late,548169.0,375834.0,mobile,ended,5.0,,,Late,5.0,Late
547846,401460,mobile,ended,-39.0,,,In time,,,,,,,,,,
547952,369938,connect,ended,144.0,,,Late,,,,,,,,,,
548104,375915,mobile,canceled,,,,Unknown,,,,,,,,,,
548108,300680,mobile,ended,6.0,,,Late,,,,,,,,,,
548416,313386,connect,ended,63.0,,,Late,,,,,,,,,,
548516,410226,mobile,ended,22.0,,,Late,,,,,,,,,,
548518,341789,mobile,ended,64.0,,,Late,,,,,,,,,,
548536,410989,mobile,canceled,,,,Unknown,,,,,,,,,,
548573,404984,mobile,ended,,,,Unknown,,,,,,,,,,
548687,341204,mobile,ended,3.0,,,Late,,,,,,,,,,
548693,196207,mobile,ended,-77.0,,,In time,,,,,,,,,,
548863,409344,mobile,ended,7.0,547160.0,300.0,Late,547160.0,409344.0,mobile,ended,1.0,,,Late,-299.0,In time
548879,366985,mobile,ended,25.0,,,Late,,,,,,,,,,
549062,409227,mobile,ended,-220.0,,,In time,,,,,,,,,,
549128,367632,connect,canceled,,545710.0,0.0,Unknown,545710.0,367632.0,connect,ended,-7.0,,,In time,,
549241,356681,mobile,ended,51.0,,,Late,,,,,,,,,,
549299,319866,connect,canceled,,,,Unknown,,,,,,,,,,
549460,345080,connect,canceled,,550757.0,720.0,Unknown,550757.0,345080.0,connect,ended,-55.0,549248.0,720.0,In time,,
549511,187883,mobile,ended,,,,Unknown,,,,,,,,,,
549667,368236,mobile,ended,-94.0,,,In time,,,,,,,,,,
549853,376311,connect,ended,-162.0,,,In time,,,,,,,,,,
549854,303309,connect,ended,-46.0,,,In time,,,,,,,,,,
549940,229540,mobile,canceled,,,,Unknown,,,,,,,,,,
549985,332998,mobile,ended,-55.0,,,In time,,,,,,,,,,
550071,406329,mobile,ended,-45.0,,,In time,,,,,,,,,,
550095,298757,connect,ended,-14.0,548361.0,630.0,In time,548361.0,298757.0,connect,ended,-36.0,,,In time,,
550236,395532,mobile,ended,13.0,,,Late,,,,,,,,,,
550289,310105,mobile,ended,88.0,,,Late,,,,,,,,,,
550300,264513,mobile,canceled,,,,Unknown,,,,,,,,,,
550330,258416,mobile,canceled,,,,Unknown,,,,,,,,,,
550409,259952,mobile,ended,26.0,,,Late,,,,,,,,,,
550490,408144,mobile,canceled,,,,Unknown,,,,,,,,,,
550502,364160,connect,ended,-79.0,,,In time,,,,,,,,,,
550504,405611,connect,ended,59.0,562977.0,630.0,Late,562977.0,405611.0,connect,ended,210.0,558473.0,120.0,Late,-420.0,In time
550505,340369,connect,ended,8.0,,,Late,,,,,,,,,,
550526,255837,mobile,canceled,,,,Unknown,,,,,,,,,,
550564,333910,mobile,ended,-9.0,542509.0,120.0,In time,542509.0,333910.0,mobile,ended,30.0,,,Late,-90.0,In time
550674,340292,mobile,ended,-6.0,,,In time,,,,,,,,,,
550675,397718,mobile,ended,-1.0,,,In time,,,,,,,,,,
550679,296815,connect,canceled,,,,Unknown,,,,,,,,,,
550682,369420,mobile,ended,99.0,,,Late,,,,,,,,,,
550685,393005,mobile,ended,99.0,,,Late,,,,,,,,,,
550832,358082,connect,ended,34.0,549771.0,90.0,Late,549771.0,358082.0,connect,ended,-97.0,,,In time,,
550954,277832,mobile,ended,30.0,,,Late,,,,,,,,,,
539695,344472,mobile,ended,-34.0,,,In time,,,,,,,,,,
539717,380859,mobile,ended,164.0,,,Late,,,,,,,,,,
539745,357832,mobile,ended,5.0,,,Late,,,,,,,,,,
539761,353999,mobile,canceled,,,,Unknown,,,,,,,,,,
539787,396435,connect,ended,-183.0,,,In time,,,,,,,,,,
539912,398613,mobile,ended,,,,Unknown,,,,,,,,,,
540036,341105,mobile,ended,-48.0,,,In time,,,,,,,,,,
540038,382705,mobile,canceled,,,,Unknown,,,,,,,,,,
540056,373893,connect,ended,37.0,,,Late,,,,,,,,,,
540300,403549,mobile,ended,71.0,,,Late,,,,,,,,,,
540326,397695,mobile,ended,1.0,,,Late,,,,,,,,,,
540359,341237,mobile,ended,-40.0,,,In time,,,,,,,,,,
540394,374485,mobile,ended,-14.0,,,In time,,,,,,,,,,
540431,407689,mobile,ended,-38.0,,,In time,,,,,,,,,,
540446,334554,mobile,ended,24.0,,,Late,,,,,,,,,,
540466,378239,mobile,ended,-11.0,,,In time,,,,,,,,,,
540507,307983,connect,ended,-22.0,,,In time,,,,,,,,,,
540536,312802,mobile,ended,39.0,,,Late,,,,,,,,,,
540550,403951,mobile,ended,37.0,,,Late,,,,,,,,,,
540663,225795,connect,ended,60.0,,,Late,,,,,,,,,,
540686,339685,mobile,ended,-20.0,,,In time,,,,,,,,,,
540738,406527,mobile,ended,-127.0,,,In time,,,,,,,,,,
540781,370180,mobile,ended,21.0,,,Late,,,,,,,,,,
540784,310576,connect,ended,54.0,536453.0,0.0,Late,536453.0,310576.0,connect,ended,-36.0,,,In time,,
541047,307439,mobile,canceled,,,,Unknown,,,,,,,,,,
541224,400684,mobile,ended,-11.0,,,In time,,,,,,,,,,
541239,355444,connect,ended,33.0,,,Late,,,,,,,,,,
541286,309723,mobile,ended,31.0,,,Late,,,,,,,,,,
541338,331115,mobile,ended,157.0,,,Late,,,,,,,,,,
541365,350502,connect,ended,52.0,,,Late,,,,,,,,,,
